|city|stars
179|Madison|4.0
180|Madison|4.0
181|Madison|3.0
182|Madison|3.5
183|Madison|4.5
184|Madison|2.5
185|Madison|3.5
186|Madison|3.5
187|Madison|3.5
188|Madison|4.5
189|Madison|4.5
190|Madison|2.5
191|Madison|4.0
192|Madison|3.0
193|Madison|3.5
194|Madison|3.5
195|Madison|2.0
196|Madison|1.5
197|Madison|1.5
198|Madison|4.5
199|Madison|4.0
200|Madison|4.5
201|Madison|4.0
202|Madison|3.5
203|Madison|3.0
204|Madison|3.0
205|Madison|4.5
206|Madison|5.0
207|Madison|4.0
208|Madison|3.0
209|Madison|4.0
210|Madison|4.5
211|Madison|3.5
212|Madison|4.5
213|Madison|4.5
214|Madison|5.0
215|Madison|4.5
216|Madison|4.5
217|Madison|1.0
218|Madison|4.0
219|Madison|5.0
220|Madison|4.0
221|Madison|3.5
222|Madison|2.5
223|Madison|5.0
224|Madison|4.0
225|Madison|5.0
226|Madison|4.0
227|Monona|3.0
228|Madison|4.0
229|Monona|4.0
230|Monona|4.5
231|Madison|1.5
232|Madison|5.0
233|Madison|3.0
234|Monona|2.0
235|Madison|1.5
236|Madison|3.0
237|Madison|2.5
238|Monona|3.5
239|Madison|4.5
240|Monona|2.0
241|Monona|2.0
242|Madison|4.0
243|Monona|4.0
244|Monona|4.5
245|Madison|4.0
246|Monona|5.0
247|Monona|3.5
248|Madison|4.0
249|Madison|4.0
250|Madison|1.0
251|Madison|3.5
252|Madison|3.0
253|Monona|3.5
254|Monona|2.0
255|Monona|4.0
256|Monona|4.5
257|Monona|4.0
258|Madison|1.0
259|Madison|4.5
260|Monona|3.0
261|Madison|3.5
262|Monona|4.0
263|Madison|5.0
264|Monona|3.5
265|Madison|3.0
266|Madison|3.0
267|Monona|4.0
268|Monona|3.0
269|Madison|2.5
270|Monona|2.5
271|Monona|4.5
272|Monona|3.0
273|Monona|3.0
274|Madison|4.0
275|Monona|2.5
276|Madison|4.0
277|Madison|3.5
278|Madison|4.0
279|Madison|4.0
280|Madison|5.0
281|Madison|4.0
282|Madison|3.5
283|Madison|4.5
284|Madison|5.0
285|Madison|3.0
286|Madison|2.5
287|Madison|3.0
288|Madison|1.0
289|Madison|3.0
290|Madison|4.0
291|Madison|3.5
292|Madison|3.5
293|Madison|4.5
294|Madison|4.5
295|Madison|3.5
296|Madison|1.5
297|Phoenix|2.5
298|Phoenix|3.5
299|Phoenix|2.5
300|Phoenix|2.5
301|Phoenix|4.0
302|Phoenix|4.0
303|Chandler|4.0
304|Phoenix|4.5
305|Phoenix|4.0
306|Phoenix|3.0
307|Phoenix|2.5
308|Phoenix|3.5
309|Phoenix|3.0
310|Phoenix|5.0
311|Phoenix|5.0
312|Phoenix|2.5
313|Phoenix|5.0
314|Phoenix|4.0
315|Phoenix|4.0
316|Phoenix|3.5
317|Phoenix|3.5
318|Phoenix|5.0
319|Phoenix|1.5
320|Phoenix|2.5
321|Phoenix|4.0
322|Phoenix|3.0
323|Phoenix|4.5
324|Phoenix|3.5
325|Phoenix|4.0
326|Phoenix|4.0
327|Phoenix|3.0
328|Phoenix|4.0
329|Phoenix|2.5
330|Phoenix|3.0
331|Phoenix|2.0
332|Phoenix|3.0
333|Phoenix|3.0
334|Phoenix|3.5
335|Phoenix|3.0
336|Phoenix|3.5
337|Phoenix|1.0
338|Phoenix|4.0
339|Phoenix|4.0
340|Phoenix|4.5
341|Phoenix|3.5
342|Phoenix|2.5
343|Phoenix|3.0
344|Phoenix|3.5
345|Phoenix|3.0
346|Phoenix|3.5
347|Phoenix|3.5
348|Phoenix|3.5
349|Phoenix|3.5
350|Phoenix|3.5
351|Phoenix|3.5
352|Phoenix|3.5
353|Phoenix|2.0
354|Phoenix|3.5
355|Phoenix|4.0
356|Phoenix|3.5
357|Phoenix|2.5
358|Phoenix|5.0
359|Phoenix|3.5
360|Phoenix|1.5
361|Phoenix|4.5
362|Phoenix|3.5
363|Phoenix|4.0
364|Phoenix|4.0
365|Phoenix|2.0
366|Phoenix|4.5
367|Phoenix|3.0
368|Phoenix|3.5
369|Phoenix|4.5
370|Phoenix|3.0
371|Phoenix|3.5
372|Phoenix|3.5
373|Phoenix|2.5
374|Phoenix|3.0
375|Phoenix|3.5
376|Phoenix|3.5
377|Phoenix|4.5
378|Phoenix|4.0
379|Phoenix|4.5
380|Phoenix|3.5
381|Phoenix|3.5
382|Phoenix|3.5
383|Phoenix|4.5
384|Phoenix|4.0
385|Phoenix|4.5
386|Phoenix|4.0
387|Phoenix|2.0
388|Phoenix|2.0
389|Phoenix|2.5
390|Phoenix|3.5
391|Phoenix|3.5
392|Scottsdale|4.0
393|Phoenix|4.0
394|Phoenix|4.0
395|Phoenix|3.0
396|Phoenix|3.5
397|Phoenix|4.0
398|Phoenix|2.0
399|Phoenix|4.5
400|Phoenix|4.0
401|Phoenix|3.0
402|Phoenix|4.0
403|Phoenix|3.5
404|Phoenix|3.5
405|Phoenix|4.0
406|Phoenix|2.5
407|Phoenix|4.0
408|Phoenix|4.5
409|Phoenix|3.5
410|Phoenix|4.5
411|Phoenix|3.0
412|Phoenix|3.0
413|Phoenix|3.5
414|Phoenix|4.5
415|Phoenix|1.0
416|Phoenix|4.5
417|Phoenix|2.5
418|Phoenix|4.0
419|Phoenix|4.0
420|Phoenix|4.0
421|Phoenix|3.5
422|Phoenix|4.0
423|Phoenix|4.5
424|Phoenix|3.5
425|Phoenix|3.0
426|Phoenix|3.0
427|Phoenix|4.0
428|Phoenix|3.5
429|Phoenix|3.0
430|Phoenix|3.5
431|Phoenix|4.5
432|Phoenix|3.0
433|Phoenix|3.5
434|Phoenix|4.0
435|Phoenix|2.5
436|Phoenix|3.0
437|Phoenix|4.5
438|Phoenix|4.5
439|Phoenix|3.0
440|Phoenix|4.5
441|Phoenix|3.0
442|Phoenix|4.5
443|Phoenix|2.5
444|Phoenix|5.0
445|Phoenix|2.5
446|Phoenix|3.5
447|Phoenix|4.0
448|Phoenix|4.0
449|Phoenix|3.5
450|Phoenix|3.5
451|Phoenix|4.5
452|Phoenix|3.5
453|Phoenix|2.5
454|Phoenix|2.5
455|Phoenix|3.5
456|Phoenix|1.5
457|Phoenix|3.5
458|Phoenix|4.5
459|Phoenix|3.5
460|Phoenix|3.5
461|Phoenix|3.0
462|Phoenix|4.0
463|Phoenix|4.0
464|Phoenix|3.5
465|Phoenix|3.5
466|Phoenix|3.0
467|Phoenix|3.0
468|Phoenix|1.5
469|Phoenix|2.0
470|Phoenix|5.0
471|Phoenix|3.0
472|Phoenix|4.5
473|Phoenix|4.0
474|Phoenix|2.5
475|Phoenix|3.0
476|Phoenix|3.0
477|Phoenix|2.5
478|Phoenix|4.5
479|Phoenix|1.5
480|Phoenix|3.5
481|Phoenix|2.5
482|Phoenix|4.0
483|Phoenix|4.5
484|Phoenix|2.5
485|Phoenix|4.5
486|Phoenix|3.5
487|Phoenix|4.0
488|Phoenix|4.5
489|Phoenix|4.0
490|Phoenix|4.0
491|Phoenix|5.0
492|Phoenix|3.0
493|Phoenix|4.0
494|Phoenix|4.5
495|Phoenix|2.5
496|Phoenix|4.0
497|Phoenix|5.0
498|Phoenix|4.0
499|Chandler|1.0
500|Phoenix|3.5
501|Phoenix|1.5
502|Phoenix|2.5
503|Phoenix|2.5
504|Phoenix|5.0
505|Phoenix|3.5
506|Phoenix|3.5
507|Phoenix|4.0
508|Phoenix|3.0
509|Phoenix|4.5
510|Phoenix|2.5
511|Phoenix|3.0
512|Phoenix|4.5
513|Phoenix|3.5
514|Scottsdale|4.5
515|Phoenix|4.0
516|Phoenix|4.0
517|Phoenix|3.5
518|Phoenix|4.0
519|Phoenix|3.5
520|Phoenix|4.5
521|Phoenix|3.5
522|Phoenix|4.5
523|Phoenix|4.0
524|Phoenix|3.5
525|Phoenix|3.5
526|Phoenix|3.5
527|Phoenix|3.5
528|Phoenix|4.5
529|Phoenix|3.5
530|Phoenix|4.0
531|Phoenix|2.0
532|Phoenix|4.0
533|Phoenix|5.0
534|Phoenix|3.5
535|Phoenix|4.0
536|Phoenix|3.5
537|Phoenix|5.0
538|Phoenix|3.0
539|Phoenix|4.5
540|Phoenix|5.0
541|Phoenix|5.0
542|Phoenix|3.5
543|Phoenix|1.5
544|Phoenix|3.0
545|Phoenix|4.0
546|Phoenix|2.5
547|Phoenix|4.5
548|Phoenix|3.5
549|Phoenix|3.0
550|Phoenix|3.0
551|Phoenix|2.5
552|Phoenix|4.5
553|Phoenix|4.0
554|Phoenix|4.5
555|Phoenix|4.5
556|Phoenix|4.0
557|Phoenix|4.5
558|Phoenix|5.0
559|Phoenix|4.0
560|Phoenix|4.0
561|Phoenix|4.5
562|Phoenix|3.5
563|Phoenix|3.5
564|Phoenix|4.5
565|Phoenix|2.5
566|Phoenix|3.5
567|Phoenix|4.5
568|Phoenix|2.5
569|Phoenix|3.0
570|Phoenix|4.5
571|Phoenix|5.0
572|Phoenix|3.5
573|Phoenix|3.0
574|Phoenix|4.0
575|Phoenix|4.5
576|Phoenix|3.5
577|Phoenix|3.5
578|Phoenix|4.5
579|Phoenix|3.5
580|Phoenix|3.0
581|Phoenix|4.0
582|Phoenix|4.0
583|Phoenix|4.0
584|Phoenix|4.5
585|Phoenix|2.5
586|Phoenix|3.0
587|Phoenix|4.0
588|Phoenix|4.5
589|Phoenix|2.5
590|Phoenix|5.0
591|Phoenix|4.0
592|Phoenix|4.0
593|Phoenix|4.0
594|Phoenix|4.0
595|Phoenix|4.0
596|Phoenix|4.0
597|Phoenix|3.0
598|Phoenix|3.5
599|Phoenix|5.0
600|Phoenix|3.0
601|Phoenix|3.5
602|Phoenix|4.0
603|Phoenix|2.0
604|Phoenix|3.5
605|Phoenix|4.0
606|Phoenix|2.5
607|Phoenix|4.5
608|Phoenix|3.0
609|Phoenix|4.5
610|Phoenix|5.0
611|Phoenix|4.0
612|Phoenix|4.0
613|Phoenix|2.5
614|Phoenix|5.0
615|Phoenix|5.0
616|Phoenix|4.5
617|Phoenix|3.5
618|Phoenix|3.5
619|Phoenix|4.0
620|Phoenix|2.0
621|Phoenix|3.5
622|Phoenix|3.5
623|Phoenix|4.0
624|Phoenix|5.0
625|Phoenix|4.0
626|Phoenix|3.0
627|Phoenix|5.0
628|Phoenix|4.5
629|Phoenix|4.0
630|Phoenix|2.5
631|Phoenix|4.0
632|Phoenix|4.0
633|Phoenix|5.0
634|Phoenix|4.5
635|Phoenix|3.5
636|Phoenix|4.5
637|Phoenix|4.5
638|Phoenix|3.0
639|Phoenix|5.0
640|Phoenix|4.0
641|Phoenix|4.5
642|Phoenix|4.0
643|Phoenix|2.5
644|Phoenix|3.5
645|Phoenix|5.0
646|Phoenix|5.0
647|Phoenix|3.0
648|Phoenix|4.5
649|Phoenix|3.5
650|Phoenix|2.5
651|Phoenix|4.5
652|Phoenix|4.0
653|Phoenix|3.5
654|Phoenix|3.5
655|Phoenix|4.5
656|Phoenix|3.0
657|Phoenix|4.5
658|Phoenix|4.0
659|Phoenix|2.5
660|Phoenix|3.0
661|Phoenix|3.5
662|Phoenix|2.5
663|Phoenix|3.5
664|Phoenix|2.0
665|Phoenix|2.5
666|Phoenix|3.0
667|Phoenix|3.0
668|Phoenix|5.0
669|Phoenix|4.0
670|Phoenix|4.0
671|Phoenix|4.5
672|Phoenix|2.5
673|Phoenix|3.5
674|Phoenix|5.0
675|Phoenix|4.0
676|Phoenix|3.5
677|Phoenix|5.0
678|Phoenix|3.5
679|Phoenix|3.0
680|Phoenix|3.5
681|Phoenix|5.0
682|Phoenix|4.0
683|Phoenix|4.0
684|Phoenix|4.5
685|Phoenix|2.0
686|Phoenix|3.5
687|Phoenix|4.0
688|Phoenix|3.5
689|Phoenix|2.5
690|Phoenix|4.0
691|Phoenix|3.0
692|Phoenix|4.0
693|Phoenix|3.0
694|Phoenix|3.0
695|Phoenix|3.0
696|Phoenix|2.5
697|Phoenix|4.0
698|Phoenix|4.0
699|Phoenix|4.0
700|Phoenix|2.5
701|Phoenix|2.0
702|Phoenix|2.5
703|Phoenix|3.0
704|Phoenix|3.0
705|Phoenix|4.0
706|Phoenix|2.0
707|Phoenix|3.5
708|Phoenix|4.0
709|Phoenix|4.5
710|Phoenix|3.0
711|Phoenix|3.5
712|Phoenix|3.0
713|Phoenix|3.5
714|Phoenix|3.5
715|Phoenix|1.0
716|Phoenix|5.0
717|Phoenix|4.5
718|Phoenix|5.0
719|Phoenix|3.5
720|Phoenix|3.5
721|Phoenix|3.5
722|Phoenix|3.0
723|Phoenix|3.0
724|Phoenix|5.0
725|Phoenix|3.0
726|Phoenix|3.5
727|Phoenix|3.5
728|Phoenix|4.5
729|Phoenix|4.0
730|Phoenix|2.5
731|Phoenix|5.0
732|Phoenix|2.5
733|Phoenix|5.0
734|Phoenix|4.5
735|Phoenix|4.5
736|Phoenix|3.5
737|Phoenix|2.5
738|Phoenix|4.0
739|Phoenix|4.5
740|Phoenix|4.0
741|Phoenix|3.0
742|Phoenix|4.5
743|Phoenix|4.5
744|Phoenix|2.0
745|Phoenix|5.0
746|Phoenix|4.5
747|Phoenix|3.5
748|Tempe|2.5
749|Phoenix|4.0
750|Phoenix|5.0
751|Phoenix|2.5
752|Phoenix|1.5
753|Phoenix|1.0
754|Phoenix|2.5
755|Phoenix|4.5
756|Phoenix|2.5
757|Phoenix|4.5
758|Phoenix|3.5
759|Phoenix|3.0
760|Phoenix|3.5
761|Phoenix|4.5
762|Phoenix|4.0
763|Phoenix|4.0
764|Phoenix|4.0
765|Phoenix|2.5
766|Phoenix|3.0
767|Phoenix|5.0
768|Phoenix|3.5
769|Phoenix|4.0
770|Phoenix|2.5
771|Phoenix|2.0
772|Phoenix|3.0
773|Phoenix|1.0
774|Phoenix|4.0
775|Phoenix|4.0
776|Phoenix|4.5
777|Phoenix|3.0
778|Phoenix|3.5
779|Phoenix|3.5
780|Phoenix|4.0
781|Phoenix|3.5
782|Phoenix|5.0
783|Phoenix|3.5
784|Phoenix|3.5
785|Phoenix|2.5
786|Phoenix|5.0
787|Phoenix|3.5
788|Phoenix|5.0
789|Phoenix|4.0
790|Phoenix|4.0
791|Phoenix|4.0
792|Phoenix|4.0
793|Phoenix|4.0
794|Phoenix|5.0
795|Phoenix|3.0
796|Phoenix|2.5
797|Phoenix|4.0
798|Phoenix|3.5
799|Phoenix|3.0
800|Phoenix|3.5
801|Phoenix|5.0
802|Phoenix|3.0
803|Phoenix|3.5
804|Phoenix|4.5
805|Scottsdale|3.5
806|Phoenix|3.0
807|Phoenix|4.5
808|Phoenix|4.5
809|Phoenix|4.0
810|Phoenix|4.0
811|Phoenix|3.5
812|Phoenix|4.0
813|Phoenix|4.5
814|Phoenix|3.5
815|Phoenix|3.0
816|Phoenix|3.5
817|Phoenix|3.5
818|Phoenix|3.0
819|Phoenix|4.5
820|Phoenix|2.5
821|Phoenix|4.0
822|Phoenix|3.5
823|Phoenix|4.0
824|Phoenix|4.0
825|Phoenix|4.0
826|Phoenix|2.0
827|Phoenix|4.0
828|Phoenix|3.0
829|Phoenix|4.0
830|Phoenix|5.0
831|Phoenix|4.5
832|Phoenix|3.5
833|Phoenix|4.0
834|Phoenix|3.5
835|Phoenix|3.0
836|Phoenix|3.5
837|Phoenix|2.0
838|Phoenix|4.5
839|Phoenix|3.5
840|Phoenix|2.0
841|Phoenix|4.5
842|Phoenix|2.0
843|Phoenix|4.0
844|Phoenix|4.5
845|Phoenix|3.5
846|Phoenix|3.5
847|Phoenix|2.5
848|Phoenix|3.0
849|Phoenix|3.5
850|Phoenix|4.0
851|Phoenix|5.0
852|Phoenix|4.5
853|Phoenix|4.0
854|Phoenix|4.0
855|Phoenix|4.0
856|Phoenix|4.5
857|Phoenix|4.5
858|Phoenix|4.0
859|Phoenix|4.0
860|Phoenix|3.5
861|Phoenix|3.0
862|Phoenix|2.5
863|Phoenix|3.0
864|Phoenix|3.5
865|Phoenix|4.0
866|Phoenix|2.5
867|Phoenix|4.5
868|Phoenix|2.0
869|Phoenix|4.0
870|Scottsdale|5.0
871|Phoenix|3.0
872|Phoenix|4.0
873|Phoenix|3.5
874|Phoenix|3.5
875|Phoenix|3.5
876|Phoenix|4.0
877|Phoenix|3.0
878|Phoenix|1.0
879|Phoenix|4.0
880|Phoenix|4.0
881|Phoenix|3.5
882|Phoenix|3.0
883|Phoenix|3.5
884|Phoenix|4.0
885|Phoenix|3.5
886|Phoenix|3.0
887|Florence|5.0
888|Phoenix|3.5
889|Phoenix|4.5
890|Phoenix|3.0
891|Phoenix|4.0
892|Phoenix|3.0
893|Phoenix|3.5
894|Phoenix|4.5
895|Phoenix|2.0
896|Phoenix|4.0
897|Phoenix|4.0
898|Phoenix|3.5
899|Phoenix|5.0
900|Phoenix|4.5
901|Phoenix|2.0
902|Phoenix|4.5
903|Scottsdale|3.5
904|Phoenix|3.0
905|Phoenix|3.0
906|Phoenix|5.0
907|Phoenix|4.0
908|Phoenix|3.5
909|Phoenix|5.0
910|Phoenix|3.5
911|Phoenix|4.5
912|Phoenix|4.0
913|Phoenix|4.5
914|Phoenix|2.5
915|Phoenix|3.5
916|Phoenix|4.5
917|Phoenix|3.5
918|Phoenix|4.5
919|Phoenix|5.0
920|Phoenix|4.0
921|Phoenix|4.0
922|Phoenix|2.5
923|Phoenix|2.5
924|Phoenix|3.5
925|Phoenix|2.0
926|Phoenix|5.0
927|Phoenix|4.5
928|Phoenix|4.5
929|Scottsdale|4.0
930|Phoenix|5.0
931|Phoenix|4.5
932|Phoenix|3.0
933|Phoenix|5.0
934|Phoenix|4.0
935|Phoenix|5.0
936|Phoenix|3.0
937|Phoenix|2.0
938|Phoenix|4.0
939|Phoenix|1.5
940|Phoenix|4.5
941|Phoenix|2.5
942|Phoenix|4.0
943|Phoenix|4.5
944|Phoenix|4.0
945|Phoenix|3.5
946|Phoenix|4.5
947|Phoenix|2.5
948|Phoenix|4.5
949|Phoenix|5.0
950|Phoenix|3.5
951|Phoenix|4.0
952|Phoenix|3.5
953|Phoenix|3.0
954|Phoenix|4.0
955|Phoenix|3.0
956|Phoenix|4.0
957|Phoenix|3.5
958|Phoenix|5.0
959|Phoenix|4.0
960|Phoenix|4.0
961|Phoenix|3.0
962|Phoenix|4.5
963|Phoenix|3.0
964|Phoenix|3.0
965|Phoenix|2.0
966|Phoenix|3.5
967|Phoenix|4.0
968|Phoenix|3.5
969|Phoenix|4.0
970|Phoenix|4.5
971|Phoenix|4.5
972|Phoenix|4.0
973|Phoenix|3.5
974|Phoenix|2.0
975|Phoenix|3.5
976|Phoenix|4.0
977|Phoenix|4.5
978|Phoenix|5.0
979|Phoenix|2.5
980|Scottsdale|4.5
981|Phoenix|4.0
982|Phoenix|3.5
983|Phoenix|4.0
984|Phoenix|5.0
985|Phoenix|3.0
986|Phoenix|4.0
987|Phoenix|4.0
988|Phoenix|4.0
989|Phoenix|4.5
990|Phoenix|3.5
991|Phoenix|2.5
992|Phoenix|4.0
993|Phoenix|3.5
994|Phoenix|2.5
995|Phoenix|3.0
996|Phoenix|4.0
997|Phoenix|4.5
998|Phoenix|2.5
999|Phoenix|3.5
1000|Phoenix|4.0
1001|Tempe|2.0
1002|Phoenix|4.0
1003|Phoenix|4.5
1004|Phoenix|4.0
1005|Phoenix|3.5
1006|Phoenix|3.5
1007|Phoenix|2.0
1008|Phoenix|3.0
1009|Phoenix|2.5
1010|Phoenix|5.0
1011|Phoenix|2.5
1012|Phoenix|4.0
1013|Phoenix|3.5
1014|Phoenix|4.5
1015|Phoenix|3.0
1016|Phoenix|3.5
1017|Phoenix|3.5
1018|Phoenix|3.0
1019|Phoenix|2.0
1020|Phoenix|3.5
1021|Phoenix|3.0
1022|Phoenix|4.0
1023|Phoenix|4.0
1024|Phoenix|4.0
1025|Phoenix|4.5
1026|Phoenix|3.5
1027|Phoenix|3.5
1028|Phoenix|4.0
1029|Phoenix|2.5
1030|Phoenix|3.5
1031|Phoenix|4.5
1032|Phoenix|5.0
1033|Phoenix|4.0
1034|Phoenix|4.5
1035|Phoenix|4.0
1036|Phoenix|3.5
1037|Phoenix|3.5
1038|Phoenix|3.5
1039|Phoenix|3.5
1040|Phoenix|3.5
1041|Phoenix|3.5
1042|Phoenix|3.0
1043|Phoenix|4.5
1044|Phoenix|2.5
1045|Phoenix|2.5
1046|Phoenix|3.5
1047|Phoenix|3.0
1048|Phoenix|3.5
1049|Phoenix|3.0
1050|Phoenix|4.5
1051|Phoenix|3.5
1052|Phoenix|2.5
1053|Phoenix|4.0
1054|Phoenix|4.5
1055|Phoenix|3.5
1056|Phoenix|4.5
1057|Phoenix|4.5
1058|Phoenix|1.5
1059|Phoenix|3.5
1060|Phoenix|3.5
1061|Phoenix|4.0
1062|Phoenix|4.0
1063|Phoenix|3.5
1064|Phoenix|3.0
1065|Phoenix|3.5
1066|Phoenix|3.5
1067|Phoenix|2.0
1068|Phoenix|3.5
1069|Phoenix|4.0
1070|Phoenix|5.0
1071|Phoenix|2.5
1072|Phoenix|2.5
1073|Phoenix|3.5
1074|Phoenix|4.0
1075|Phoenix|3.0
1076|Phoenix|4.0
1077|Phoenix|4.0
1078|Phoenix|5.0
1079|Phoenix|3.5
1080|Phoenix|3.5
1081|Phoenix|4.0
1082|Phoenix|3.0
1083|Phoenix|4.5
1084|Phoenix|4.0
1085|Phoenix|3.5
1086|Phoenix|1.5
1087|Phoenix|4.5
1088|Phoenix|4.5
1089|Phoenix|4.0
1090|Phoenix|5.0
1091|Phoenix|4.0
1092|Phoenix|1.5
1093|Phoenix|2.5
1094|Phoenix|2.5
1095|Phoenix|4.0
1096|Phoenix|2.5
1097|Phoenix|4.5
1098|Phoenix|5.0
1099|Phoenix|4.0
1100|Phoenix|4.5
1101|Phoenix|2.5
1102|Phoenix|5.0
1103|Phoenix|3.5
1104|Phoenix|3.0
1105|Phoenix|4.0
1106|Phoenix|4.0
1107|Phoenix|4.5
1108|Phoenix|4.5
1109|Phoenix|4.0
1110|Phoenix|3.5
1111|Phoenix|3.0
1112|Phoenix|5.0
1113|Phoenix|4.5
1114|Phoenix|5.0
1115|Phoenix|5.0
1116|Phoenix|4.0
1117|Phoenix|3.5
1118|Phoenix|5.0
1119|Phoenix|4.5
1120|Phoenix|4.0
1121|Phoenix|3.5
1122|Phoenix|4.0
1123|Phoenix|2.5
1124|Phoenix|2.5
1125|Phoenix|5.0
1126|Phoenix|4.5
1127|Phoenix|4.0
1128|Phoenix|3.5
1129|Phoenix|4.5
1130|Phoenix|5.0
1131|Phoenix|5.0
1132|Phoenix|3.0
1133|Phoenix|5.0
1134|Phoenix|2.0
1135|Phoenix|4.0
1136|Phoenix|4.5
1137|Phoenix|3.5
1138|Phoenix|2.5
1139|Phoenix|4.0
1140|Phoenix|3.0
1141|Phoenix|4.0
1142|Phoenix|3.0
1143|Phoenix|4.5
1144|Phoenix|4.0
1145|Phoenix|4.5
1146|Phoenix|3.0
1147|Phoenix|4.0
1148|Phoenix|4.5
1149|Phoenix|3.0
1150|Phoenix|3.5
1151|Phoenix|4.5
1152|Phoenix|4.0
1153|Phoenix|2.5
1154|Phoenix|2.0
1155|Phoenix|4.0
1156|Phoenix|3.5
1157|Phoenix|3.5
1158|Phoenix|4.5
1159|Phoenix|5.0
1160|Phoenix|3.0
1161|Phoenix|2.5
1162|Phoenix|2.5
1163|Phoenix|2.5
1164|Phoenix|2.5
1165|Phoenix|5.0
1166|Phoenix|3.5
1167|Peoria|4.5
1168|Phoenix|5.0
1169|Phoenix|4.5
1170|Phoenix|2.5
1171|Phoenix|3.5
1172|Phoenix|2.5
1173|Phoenix|2.5
1174|Phoenix|3.0
1175|Phoenix|4.0
1176|Phoenix|3.0
1177|Phoenix|3.5
1178|Phoenix|4.0
1179|Phoenix|5.0
1180|Phoenix|4.0
1181|Phoenix|2.5
1182|Phoenix|5.0
1183|Phoenix|2.5
1184|Phoenix|2.0
