|city|stars|longitude|latitude
101|Madison|4.0|-89.294337|43.1292399
102|Madison|3.0|-89.3079672|43.1206625
103|Madison|3.0|-89.3607378|43.1294885
104|Madison|5.0|-89.3241248|43.0786878
105|Madison|3.5|-89.314621|43.120577
106|Madison|3.5|-89.3636251241|43.0944782495
107|Madison|2.5|-89.3247222|43.1233605
108|Madison|1.5|-89.347232|43.101439
109|Madison|1.5|-89.3589989|43.1140154
110|Madison|5.0|-89.3475758|43.100181
111|Madison|2.0|-89.2999325|43.1247375
112|Middleton|2.5|-89.5296526|43.0904234
113|Madison|3.0|-89.3609713|43.12967
114|Madison|1.5|-89.3043428|43.1280302
115|Madison|3.5|-89.3504214|43.0931063
116|Madison|3.5|-89.363672|43.0947001
117|Madison|3.5|-89.305024|43.127374
118|Madison|2.0|-89.303076|43.132764
119|Madison|4.0|-89.3632832|43.1077661
120|Madison|1.5|-89.3632614|43.129412
121|Madison|2.5|-89.3141696|43.1234137
122|Madison|4.0|-89.3644666672|43.0984345318
123|Madison|5.0|-89.3342888|43.1101326
124|Madison|2.5|-89.3257337|43.1146494
125|Madison|4.5|-89.354953|43.092875
126|Madison|2.5|-89.299369|43.136087
127|Madison|2.0|-89.2911086|43.1065745
128|Madison|2.5|-89.349247|43.100308
129|Madison|3.0|-89.2941061|43.1294409
130|Madison|3.5|-89.358775|43.10565
131|Madison|4.0|-89.300914|43.132307
132|Madison|4.5|-89.3599555|43.0919183
133|Madison|2.0|-89.3718005|43.1340507
134|Madison|2.5|-89.292987|43.128685
135|Madison|3.0|-89.3087635|43.1266792
136|Madison|3.0|-89.349625|43.112943
137|Madison|4.5|-89.327917|43.121827
138|Madison|4.0|-89.357979|43.104434
139|Madison|2.5|-89.3553552032|43.0917081982
140|Madison|4.5|-89.3043221|43.1280801
141|Madison|4.0|-89.3473189|43.0936783
142|Madison|4.0|-89.3633619|43.1207377
143|Madison|2.0|-89.304342|43.1280827
144|Madison|2.0|-89.3123191|43.1226306
145|Madison|2.5|-89.303977|43.130005
146|Madison|3.5|-89.3471777|43.1113976
147|Madison|3.0|-89.3420412|43.1042988
148|Madison|1.0|-89.3177873|43.1216992
149|Madison|2.0|-89.299579|43.132119
150|Madison|4.5|-89.3615364|43.1298818
151|Madison|4.0|-89.342924|43.10379
152|Madison|3.0|-89.36162|43.095358
153|Madison|3.0|-89.307157|43.128034
154|Madison|4.0|-89.354395|43.092592
155|Madison|4.0|-89.35019|43.103498
156|Madison|3.0|-89.314783|43.122528
157|Madison|3.5|-89.3257766|43.116509
158|Madison|4.0|-89.3097876185|43.1253992406
159|Madison|2.5|-89.3093171|43.1276473
160|Madison|2.5|-89.363751|43.1131238
161|Madison|2.5|-89.322682|43.1184983
162|Madison|4.5|-89.3089582|43.1208396
163|Madison|2.5|-89.3111011|43.1212863
164|Madison|2.0|-89.3062815|43.1296507
165|Madison|3.5|-89.300942|43.134632
166|Madison|3.5|-89.351502|43.0903644
167|Madison|3.5|-89.293855|43.126909
168|Madison|3.5|-89.3484122|43.1005986
169|Madison|3.5|-89.3537541|43.0923931
170|Madison|4.0|-89.309042|43.122992
171|Madison|4.0|-89.3518969|43.09242
172|Madison|4.5|-89.3704364|43.1338307
173|Madison|5.0|-89.3072797|43.1522035
174|Madison|3.5|-89.3004341|43.1370706
175|Madison|4.0|-89.3553421|43.1234303
176|Madison|4.0|-89.3564747|43.0913533
177|Madison|4.5|-89.3546501|43.0925267
178|Madison|3.0|-89.3473984|43.0945062
179|Madison|4.0|-89.345949|43.102942
180|Madison|4.0|-89.2906599|43.1065701
181|Madison|3.0|-89.290819|43.111316
182|Madison|3.5|-89.3415429|43.0939659
183|Madison|4.5|-89.36302|43.1070939
184|Madison|2.5|-89.296004|43.128775
185|Madison|3.5|-89.292642|43.127195
186|Madison|3.5|-89.3615283|43.1298788
187|Madison|3.5|-89.3475357|43.0937266
188|Madison|4.5|-89.3635207|43.1284967
189|Madison|4.5|-89.3353222|43.0927289
190|Madison|2.5|-89.360787|43.092236
191|Madison|4.0|-89.3124158|43.1222472
192|Madison|3.0|-89.363442|43.111265
193|Madison|3.5|-89.309419|43.126269
194|Madison|3.5|-89.3115905|43.1264618
195|Madison|2.0|-89.321196|43.1182779
196|Madison|1.5|-89.3063704|43.1299173
197|Madison|1.5|-89.3090879|43.1253862
198|Madison|4.5|-89.3258828|43.1401969
199|Madison|4.0|-89.3601219153|43.0928709124
200|Madison|4.5|-89.353685|43.0944209
201|Madison|4.0|-89.3493112|43.0931332
202|Madison|3.5|-89.351978|43.1067119
203|Madison|3.0|-89.2987432|43.1314601
204|Madison|3.0|-89.3550575|43.1267381
205|Madison|4.5|-89.3519395|43.0962483
206|Madison|5.0|-89.3342888|43.1101326
207|Madison|4.0|-89.355581|43.123698
208|Madison|3.0|-89.30111|43.127149
209|Madison|4.0|-89.3632557|43.1071764
210|Madison|4.5|-89.34054|43.093846
211|Madison|3.5|-89.3284689|43.1146547
212|Madison|4.5|-89.3258863|43.140174
213|Madison|4.5|-89.3487622|43.1007137
214|Madison|5.0|-89.3259721|43.1205068
215|Madison|4.5|-89.3458084|43.1364687
216|Madison|4.5|-89.4065728|43.0710426
217|Madison|1.0|-89.308035|43.086441
218|Madison|4.0|-89.3070715|43.084991
219|Madison|5.0|-89.3149176|43.0960668
220|Madison|4.0|-89.3098062|43.0862454
221|Madison|3.5|-89.325334|43.0851535
222|Madison|2.5|-89.30834|43.09011
223|Madison|5.0|-89.3251036|43.0846478
224|Madison|4.0|-89.31183|43.098863
225|Madison|5.0|-89.3378034|43.0999599
226|Madison|4.0|-89.323239|43.116522
227|Monona|3.0|-89.325383|43.0454342
228|Madison|4.0|-89.310607|43.067366
229|Monona|4.0|-89.3259828|43.0594972
230|Monona|4.5|-89.3222129|43.0525267
231|Madison|1.5|-89.299749|43.084614
232|Madison|5.0|-89.322187|43.083988
233|Madison|3.0|-89.3095145|43.0684849
234|Monona|2.0|-89.3262278|43.0626817
235|Madison|1.5|-89.3022244|43.0842813
236|Madison|3.0|-89.3261015|43.0702323
237|Madison|2.5|-89.310619|43.06529
238|Monona|3.5|-89.325618|43.050444
239|Madison|4.5|-89.310603|43.068024
240|Monona|2.0|-89.32615|43.055932
241|Monona|2.0|-89.311964|43.049484
242|Madison|4.0|-89.2992105|43.0482892
243|Monona|4.0|-89.3259917|43.076229
244|Monona|4.5|-89.3261203|43.0671913
245|Madison|4.0|-89.307305|43.073723
246|Monona|5.0|-89.333121|43.071229
247|Monona|3.5|-89.326138|43.0567319
248|Madison|4.0|-89.299815|43.085228
249|Madison|4.0|-89.4527987522|43.0741353918
250|Madison|1.0|-89.305583|43.047206
251|Madison|3.5|-89.211447|43.182386
252|Madison|3.0|-89.3027572|43.0843652
253|Monona|3.5|-89.3261261|43.0576413
254|Monona|2.0|-89.325947|43.048755
255|Monona|4.0|-89.3255234|43.0547023
256|Monona|4.5|-89.326717|43.056621
257|Monona|4.0|-89.32607|43.057298
258|Madison|1.0|-89.3160033|43.0841604
259|Madison|4.5|-89.324228|43.0792472
260|Monona|3.0|-89.3246|43.0477
261|Madison|3.5|-89.321822|43.0834895
262|Monona|4.0|-89.32527|43.0569909
263|Madison|5.0|-89.3157756|43.0738513
264|Monona|3.5|-89.3173047|43.048463
265|Madison|3.0|-89.3010563|43.0844719
266|Madison|3.0|-89.31379|43.084321
267|Monona|4.0|-89.3265371|43.0623615
268|Monona|3.0|-89.322571|43.046379
269|Madison|2.5|-89.3086017|43.0627242
270|Monona|2.5|-89.3241561|43.046591
271|Monona|4.5|-89.3252414|43.0536435
272|Monona|3.0|-89.322827|43.048436
273|Monona|3.0|-89.3260975|43.0605902
274|Madison|4.0|-89.3236269|43.0840113
275|Monona|2.5|-89.3245475|43.0472186
276|Madison|4.0|-89.3075439|43.083712
277|Madison|3.5|-89.323684|43.084473
278|Madison|4.0|-89.302571|43.043925
279|Madison|4.0|-89.257757|43.050408
280|Madison|5.0|-89.278786|43.051556
281|Madison|4.0|-89.2931516|43.0651017
282|Madison|3.5|-89.2890133|43.138687
283|Madison|4.5|-89.2880337|43.1397148
284|Madison|5.0|-89.305924|43.066057
285|Madison|3.0|-89.2854101|43.1416538
286|Madison|2.5|-89.292203|43.137259
287|Madison|3.0|-89.290761|43.135442
288|Madison|1.0|-89.2892789|43.1366889
289|Madison|3.0|-89.2897106|43.0405881
290|Madison|4.0|-89.291295|43.132444
291|Madison|3.5|-89.292592|43.042825
292|Madison|3.5|-89.4236837|43.0678034
293|Madison|4.5|-89.4235293|43.0680663
294|Madison|4.5|-89.4233908|43.0680649
295|Madison|3.5|-89.42778|43.072493
296|Madison|1.5|-89.424785|43.072769
297|Phoenix|2.5|-112.0734183|33.4795416
298|Phoenix|3.5|-112.074315|33.468988
299|Phoenix|2.5|-112.0717019|33.4483992
300|Phoenix|2.5|-112.074225|33.456068
301|Phoenix|4.0|-112.0658058|33.4767839
302|Phoenix|4.0|-112.073523642|33.4779339657
303|Chandler|4.0|-111.97048|33.319011
304|Phoenix|4.5|-112.074821472|33.4702415466
305|Phoenix|4.0|-112.074558593|33.4492572677
306|Phoenix|3.0|-112.074326|33.46084
307|Phoenix|2.5|-112.0674695|33.4657106
308|Phoenix|3.5|-112.0691194|33.4526031
309|Phoenix|3.0|-112.0656645|33.4495394
310|Phoenix|5.0|-112.0737871|33.4424729
311|Phoenix|5.0|-112.073486|33.473742
312|Phoenix|2.5|-112.074248|33.47626
313|Phoenix|5.0|-112.0699472|33.4506843
314|Phoenix|4.0|-112.070585498|33.4507074659
315|Phoenix|4.0|-112.0693818|33.4641421
316|Phoenix|3.5|-112.06909|33.46544
317|Phoenix|3.5|-112.0712574|33.4484654
318|Phoenix|5.0|-112.0738185|33.4501973
319|Phoenix|1.5|-112.0772|33.449188
320|Phoenix|2.5|-112.0693177|33.4527955
321|Phoenix|4.0|-112.0693177|33.4527955
322|Phoenix|3.0|-112.074195862|33.4506111145
323|Phoenix|4.5|-112.0686931|33.4581466
324|Phoenix|3.5|-112.0740016|33.4756064
325|Phoenix|4.0|-112.073929|33.429424
326|Phoenix|4.0|-112.0716732|33.4658193
327|Phoenix|3.0|-112.0657286|33.4657117
328|Phoenix|4.0|-112.073569|33.4640982988
329|Phoenix|2.5|-112.0739138|33.4564905
330|Phoenix|3.0|-112.070061|33.443864
331|Phoenix|2.0|-112.0703479|33.4450348
332|Phoenix|3.0|-112.0686108|33.4577071
333|Phoenix|3.0|-112.0722653|33.4492272
334|Phoenix|3.5|-112.086757|33.4549264
335|Phoenix|3.0|-112.0736473|33.4392182
336|Phoenix|3.5|-112.0739372|33.4739709
337|Phoenix|1.0|-112.069182|33.452718
338|Phoenix|4.0|-112.073907|33.4575774
339|Phoenix|4.0|-112.0706|33.44742
340|Phoenix|4.5|-112.074127|33.448333
341|Phoenix|3.5|-112.0740069|33.4492227
342|Phoenix|2.5|-112.0691194|33.4526031
343|Phoenix|3.0|-112.074153|33.46425
344|Phoenix|3.5|-112.066333|33.450875
345|Phoenix|3.0|-112.074802052|33.448424817
346|Phoenix|3.5|-112.069320679|33.4456825256
347|Phoenix|3.5|-112.0657286|33.4657117
348|Phoenix|3.5|-112.074821|33.470242
349|Phoenix|3.5|-112.0712152|33.465729
350|Phoenix|3.5|-112.081565|33.465499
351|Phoenix|3.5|-112.0693184|33.4657177
352|Phoenix|3.5|-112.07066|33.4554479
353|Phoenix|2.0|-112.0693177|33.4527955
354|Phoenix|3.5|-112.073577|33.44455
355|Phoenix|4.0|-112.0736819|33.4691649
356|Phoenix|3.5|-112.0739967|33.4581539
357|Phoenix|2.5|-112.0740238|33.4558893
358|Phoenix|5.0|-112.0772|33.449188
359|Phoenix|3.5|-112.074127|33.448333
360|Phoenix|1.5|-112.0654701|33.4655868
361|Phoenix|4.5|-112.0677048|33.4586534
362|Phoenix|3.5|-112.0702972|33.449682
363|Phoenix|4.0|-112.0738063|33.4793076
364|Phoenix|4.0|-112.074398|33.477111
365|Phoenix|2.0|-112.072914|33.477594
366|Phoenix|4.5|-112.074811|33.472129
367|Phoenix|3.0|-112.0669197|33.4670273
368|Phoenix|3.5|-112.074206|33.479508
369|Phoenix|4.5|-112.0734504|33.4759172
370|Phoenix|3.0|-112.068594|33.451853
371|Phoenix|3.5|-112.0736833|33.4794304
372|Phoenix|3.5|-112.0736133|33.4793963
373|Phoenix|2.5|-112.0736968|33.476644
374|Phoenix|3.0|-112.073953897|33.4795816988
375|Phoenix|3.5|-112.074725|33.463172
376|Phoenix|3.5|-112.072117722|33.4448019849
377|Phoenix|4.5|-112.070571|33.440699
378|Phoenix|4.0|-112.071211|33.4459
379|Phoenix|4.5|-112.066857|33.454997
380|Phoenix|3.5|-112.066662|33.444799
381|Phoenix|3.5|-112.06625|33.445956
382|Phoenix|3.5|-112.06822|33.458481
383|Phoenix|4.5|-112.0721|33.448586
384|Phoenix|4.0|-112.074127|33.448333
385|Phoenix|4.5|-112.0660026|33.4493603
386|Phoenix|4.0|-112.0672856|33.4484279
387|Phoenix|2.0|-112.040398|33.477057
388|Phoenix|2.0|-112.0469586|33.4794961
389|Phoenix|2.5|-112.0469586|33.4794961
390|Phoenix|3.5|-112.060172|33.4657212
391|Phoenix|3.5|-112.058792114|33.4643058777
392|Scottsdale|4.0|-111.9292992|33.4949419
393|Phoenix|4.0|-112.032374|33.466442
394|Phoenix|4.0|-112.0355262|33.4657958
395|Phoenix|3.0|-112.063511|33.465411
396|Phoenix|3.5|-112.0443191|33.4656583
397|Phoenix|4.0|-112.0653186|33.4702022
398|Phoenix|2.0|-112.059237|33.4512537
399|Phoenix|4.5|-112.0571849|33.4657559
400|Phoenix|4.0|-112.0654983|33.5032209
401|Phoenix|3.0|-112.0466072|33.4656263
402|Phoenix|4.0|-112.055957|33.45107
403|Phoenix|3.5|-112.05026|33.466043
404|Phoenix|3.5|-112.047216|33.475533
405|Phoenix|4.0|-112.0407171|33.4775443
406|Phoenix|2.5|-112.064401|33.463512
407|Phoenix|4.0|-112.0561619|33.458783
408|Phoenix|4.5|-112.0565185|33.4730967
409|Phoenix|3.5|-112.0740373|33.4483771
410|Phoenix|4.5|-112.0610433|33.4588282
411|Phoenix|3.0|-112.0445595|33.4659055
412|Phoenix|3.0|-112.065435|33.476375
413|Phoenix|3.5|-111.9971322|33.2959935
414|Phoenix|4.5|-112.0462108|33.4596905
415|Phoenix|1.0|-112.065521|33.472694
416|Phoenix|4.5|-112.0474247|33.4746738
417|Phoenix|2.5|-112.0437806|33.4657647
418|Phoenix|4.0|-112.0431543|33.4657642
419|Phoenix|4.0|-112.04693|33.470126
420|Phoenix|4.0|-112.052224|33.4654529
421|Phoenix|3.5|-112.0709232|33.5090487
422|Phoenix|4.0|-112.0644782|33.4925021
423|Phoenix|4.5|-112.0506694|33.4659637
424|Phoenix|3.5|-112.064755|33.459347
425|Phoenix|3.0|-112.065371|33.470783
426|Phoenix|3.0|-112.0648876|33.4657047
427|Phoenix|4.0|-112.0650649|33.4712477
428|Phoenix|3.5|-112.021825|33.4659655
429|Phoenix|3.0|-112.063247|33.466215
430|Phoenix|3.5|-112.0650914|33.473125
431|Phoenix|4.5|-112.0520629|33.4579361
432|Phoenix|3.0|-112.0373885|33.4659743
433|Phoenix|3.5|-112.0624895|33.465461
434|Phoenix|4.0|-112.0478488|33.4754163
435|Phoenix|2.5|-112.065638|33.475811
436|Phoenix|3.0|-112.0309395|33.4655065
437|Phoenix|4.5|-112.033977|33.465674
438|Phoenix|4.5|-112.0178286|33.4382789
439|Phoenix|3.0|-112.063099|33.451656
440|Phoenix|4.5|-112.0472907|33.4575804
441|Phoenix|3.0|-112.047341|33.466038
442|Phoenix|4.5|-111.9450978|33.4620773
443|Phoenix|2.5|-111.987478|33.464958
444|Phoenix|5.0|-112.013187|33.4648196
445|Phoenix|2.5|-111.9716369|33.4656464
446|Phoenix|3.5|-111.9893905|33.4531351
447|Phoenix|4.0|-111.9878697|33.4552907
448|Phoenix|4.0|-112.029768|33.466736
449|Phoenix|3.5|-112.02916|33.466444
450|Phoenix|3.5|-111.973718|33.4661343
451|Phoenix|4.5|-111.984455|33.45404
452|Phoenix|3.5|-112.013243|33.466085
453|Phoenix|2.5|-111.9895966|33.4717788
454|Phoenix|2.5|-111.9866249|33.4642892
455|Phoenix|3.5|-111.9718284|33.4657562
456|Phoenix|1.5|-112.01867|33.451968
457|Phoenix|3.5|-112.029827|33.458744
458|Phoenix|4.5|-111.982987|33.478718
459|Phoenix|3.5|-112.005005|33.408544
460|Phoenix|3.5|-111.9870611|33.45476
461|Phoenix|3.0|-111.979613|33.465355
462|Phoenix|4.0|-112.015464|33.466124
463|Phoenix|4.0|-111.965902448|33.4500675165
464|Phoenix|3.5|-112.0147669|33.4544224
465|Phoenix|3.5|-112.026244|33.45756
466|Phoenix|3.0|-112.001533|33.45111
467|Phoenix|3.0|-111.99018|33.452835
468|Phoenix|1.5|-111.976608|33.45911
469|Phoenix|2.0|-111.9674734|33.4509442
470|Phoenix|5.0|-112.0245494|33.4658863
471|Phoenix|3.0|-111.973603|33.4514039
472|Phoenix|4.5|-112.024916|33.465427
473|Phoenix|4.0|-111.9532638|33.4537841
474|Phoenix|2.5|-111.989956|33.457247
475|Phoenix|3.0|-111.9850514|33.4616372
476|Phoenix|3.0|-111.987753|33.466688
477|Phoenix|2.5|-111.9915294|33.4658063
478|Phoenix|4.5|-111.9946781|33.4667037
479|Phoenix|1.5|-111.9839005|33.4658033
480|Phoenix|3.5|-111.9810186|33.4511467
481|Phoenix|2.5|-111.992707|33.465276
482|Phoenix|4.0|-111.9860203|33.4658551
483|Phoenix|4.5|-111.95315171|33.4472067108
484|Phoenix|2.5|-111.967457|33.455435
485|Phoenix|4.5|-112.0130958|33.4728641
486|Phoenix|3.5|-111.9786425|33.4520972
487|Phoenix|4.0|-112.0115156|33.4658821
488|Phoenix|4.5|-112.0073055|33.4655819
489|Phoenix|4.0|-111.9618169|33.461138
490|Phoenix|4.0|-111.9878697|33.4552907
491|Phoenix|5.0|-112.0303815|33.4527991
492|Phoenix|3.0|-111.987786|33.455418
493|Phoenix|4.0|-111.971069|33.466366
494|Phoenix|4.5|-112.0269621|33.4585641
495|Phoenix|2.5|-112.0300284|33.4948559
496|Phoenix|4.0|-111.9871556|33.4798052
497|Phoenix|5.0|-112.0223502|33.4659387
498|Phoenix|4.0|-112.0301811|33.4796464
499|Chandler|1.0|-111.864671|33.305372
500|Phoenix|3.5|-111.987786|33.455418
501|Phoenix|1.5|-112.005068|33.450555
502|Phoenix|2.5|-112.0127202|33.4767236
503|Phoenix|2.5|-111.986633301|33.4732475281
504|Phoenix|5.0|-111.9710883|33.476436
505|Phoenix|3.5|-111.986969|33.4729919
506|Phoenix|3.5|-111.9867129|33.4783911
507|Phoenix|4.0|-111.9869517|33.4729919
508|Phoenix|3.0|-111.9978109|33.4954345
509|Phoenix|4.5|-112.021191|33.451004
510|Phoenix|2.5|-111.986469|33.476082
511|Phoenix|3.0|-111.986944|33.476956
512|Phoenix|4.5|-112.0738315|33.5098557
513|Phoenix|3.5|-112.0730487|33.5096769
514|Scottsdale|4.5|-111.9097028|33.6319954
515|Phoenix|4.0|-112.072288|33.4807
516|Phoenix|4.0|-112.0736157|33.4827409
517|Phoenix|3.5|-112.0732069|33.4825541
518|Phoenix|4.0|-112.0736825|33.509562
519|Phoenix|3.5|-112.070854|33.5092929
520|Phoenix|4.5|-112.073988|33.5010755
521|Phoenix|3.5|-112.069072|33.479778
522|Phoenix|4.5|-112.0743113|33.5006213
523|Phoenix|4.0|-112.064401|33.463512
524|Phoenix|3.5|-112.07333|33.484705
525|Phoenix|3.5|-112.074098|33.53299
526|Phoenix|3.5|-112.0739754|33.4977417
527|Phoenix|3.5|-112.073263|33.491344
528|Phoenix|4.5|-112.0720329|33.5102803
529|Phoenix|3.5|-112.073061|33.509297
530|Phoenix|4.0|-112.0720329|33.5102803
531|Phoenix|2.0|-112.0736666|33.5096959
532|Phoenix|4.0|-112.0740863|33.500805
533|Phoenix|5.0|-112.067977|33.50953
534|Phoenix|3.5|-112.071964018|33.5095896366
535|Phoenix|4.0|-112.065344|33.487208
536|Phoenix|3.5|-112.0739243|33.4876207
537|Phoenix|5.0|-112.0724097|33.504974
538|Phoenix|3.0|-112.069176|33.508991
539|Phoenix|4.5|-112.073387|33.475421
540|Phoenix|5.0|-112.070434|33.4852461
541|Phoenix|5.0|-112.0667291|33.5092351
542|Phoenix|3.5|-112.069119|33.511391
543|Phoenix|1.5|-112.0689504|33.4945855
544|Phoenix|3.0|-112.065405|33.4967565
545|Phoenix|4.0|-112.0737404|33.5111761
546|Phoenix|2.5|-112.0685027|33.5114334
547|Phoenix|4.5|-112.0710576|33.5094226
548|Phoenix|3.5|-112.070255|33.5090585
549|Phoenix|3.0|-112.074156|33.496896
550|Phoenix|3.0|-112.0736691|33.5092865
551|Phoenix|2.5|-112.070084|33.509564
552|Phoenix|4.5|-112.074152|33.510216
553|Phoenix|4.0|-112.0691813|33.48585
554|Phoenix|4.5|-112.0822105|33.4659933
555|Phoenix|4.5|-112.075116563|33.4842339783
556|Phoenix|4.0|-112.069119|33.511391
557|Phoenix|4.5|-112.0739253|33.506201
558|Phoenix|5.0|-112.068774|33.522782
559|Phoenix|4.0|-112.0736613|33.505647
560|Phoenix|4.0|-112.0658233|33.5091973
561|Phoenix|4.5|-112.0826074|33.5173359
562|Phoenix|3.5|-112.0715708|33.5094063
563|Phoenix|3.5|-112.069119|33.511391
564|Phoenix|4.5|-112.0740221|33.5101834
565|Phoenix|2.5|-112.074398|33.4940659
566|Phoenix|3.5|-112.0741307|33.510392
567|Phoenix|4.5|-112.0739494|33.5106881
568|Phoenix|2.5|-112.0696282|33.4914633
569|Phoenix|3.0|-112.069223|33.4805
570|Phoenix|4.5|-112.0592841|33.5092455
571|Phoenix|5.0|-112.067263|33.5051739
572|Phoenix|3.5|-112.075009831|33.4833078593
573|Phoenix|3.0|-112.0740123|33.5127699
574|Phoenix|4.0|-112.073966|33.481094
575|Phoenix|4.5|-112.0658738|33.5308755
576|Phoenix|3.5|-112.073285|33.5092826
577|Phoenix|3.5|-112.0687564|33.5094087
578|Phoenix|4.5|-112.071439|33.505983
579|Phoenix|3.5|-112.0739253|33.506201
580|Phoenix|3.0|-112.0751516|33.4924988
581|Phoenix|4.0|-112.075675|33.491509
582|Phoenix|4.0|-112.0740497|33.5106332
583|Phoenix|4.0|-112.069987|33.494438
584|Phoenix|4.5|-112.0734658|33.5218642
585|Phoenix|2.5|-112.0672149|33.4946499
586|Phoenix|3.0|-112.0608177|33.5093372
587|Phoenix|4.0|-112.02287|33.674404
588|Phoenix|4.5|-112.0649834|33.5174618
589|Phoenix|2.5|-112.065403|33.490364
590|Phoenix|5.0|-112.064576|33.506201
591|Phoenix|4.0|-112.0566214|33.506194
592|Phoenix|4.0|-112.050297|33.4948413
593|Phoenix|4.0|-112.064644|33.5276319
